,date,co2_1,ctd1_depth,gs3_1_temp,gs3_1_ec,q.salt,v.salt,k,k600,flux,ph
1,2016-11-05 1:00,1623.3,195.4806,10.3,NA,170.5528318,0.21062253,70.8272481,101.5129171,54.02457403,6.70544892
2,2016-11-05 1:30,1637.567,195.6694,10.3,NA,168.8793269,0.20931753,69.83856369,99.96196934,53.90573975,6.70752792
3,2016-11-05 2:00,1632.115,194.275,10.3,NA,167.7168807,0.20840754,69.15994031,98.8986217,53.14152121,6.70839732
4,2016-11-05 2:30,1608.155,194.7722,10.3,NA,165.9356665,0.2070075,68.13285839,97.29116,51.31146122,6.70936932
5,2016-11-05 3:00,1602.563,194.2556,10.30417,NA,165.0294368,0.20629254,67.61617769,96.48338514,50.67494764,6.71244948
6,2016-11-05 3:30,1637.893,193.7694,10.3775,NA,163.9865364,0.20546751,67.02642241,95.56208443,51.62945615,6.7146948
7,2016-11-05 4:00,1596.932,193.6889,10.4,NA,162.6950957,0.2044425,66.30324258,94.4334053,49.31163693,6.71596056
8,2016-11-05 4:30,1611.2,193.6111,10.4,NA,161.4647576,0.20346249,65.6215379,93.37052991,49.39983431,6.71752656
9,2016-11-05 5:00,1593.282,192.6083,10.4,NA,160.2355819,0.20247996,64.94747643,92.3206048,48.1526159,6.7173408
10,2016-11-05 5:30,1609.623,191.8,10.4,NA,158.6315029,0.20119251,64.0782264,90.96818471,48.17379219,6.7191228
11,2016-11-05 6:00,1610.99,191.2694,10.4,NA,157.9701822,0.20065998,63.72325271,90.41640086,47.96230004,6.72349896
12,2016-11-05 6:30,1616.31,190.7917,10.4,NA,156.444545,0.19942752,62.91182721,89.15619344,47.56433189,6.72634152
13,2016-11-05 7:00,1571.847,190.9194,10.4,NA,155.4824919,0.19864749,62.40547002,88.37056382,45.41759573,6.72661368
14,2016-11-05 7:30,1572.111,189.8139,10.4,NA,154.8211822,0.19811001,62.05976858,87.83454513,45.17641556,6.72845724
15,2016-11-05 8:00,1609.981,190.3528,10.4,NA,154.8611206,0.1981425,62.08059206,87.86682442,46.6861059,6.72851124
16,2016-11-05 8:30,1618.213,190.3445,10.4,NA,154.7566933,0.19805754,62.02615951,87.78244856,46.96976067,6.72434244
17,2016-11-05 9:00,1612.078,190.7528,10.4,NA,156.3766332,0.19937253,62.87594881,89.10050705,47.36805135,6.72352704
18,2016-11-05 9:30,1592.552,192.7805,10.4,NA,160.735534,0.20288001,65.22080321,92.74621693,48.32499615,6.7221414
19,2016-11-05 10:00,1605.349,195.5528,10.4,NA,166.3102789,0.20730252,68.34759273,97.62704602,51.1977873,6.72138756
20,2016-11-05 10:30,1426.735,198.1778,10.4,NA,176.0686606,0.2148825,74.18609611,106.7971966,47.14780144,6.72360372
21,2016-11-05 11:00,1545.839,202.2111,10.4,NA,186.3240496,0.22264248,80.86022253,117.364122,57.51174697,6.71469696
22,2016-11-05 11:30,1554.565,204.8278,10.4,13.06667,196.4692754,0.23012751,88.0532648,128.8459279,63.11623452,6.71077224
23,2016-11-05 12:00,1547.384,208.8056,10.4,12.95,206.9112979,0.23764755,96.12552627,141.8377702,68.46358867,6.7030686
24,2016-11-05 12:30,1556.183,212.4833,10.4,12.85,218.4334351,0.24574503,105.8942395,157.6989133,76.01349443,6.69881124
25,2016-11-05 13:00,1590.046,218.2972,10.4,12.53889,232.9515545,0.25567248,119.6287333,180.2336927,88.4476763,NA
26,2016-11-05 13:30,1610.781,226.7083,10.4,12.49167,254.5959765,0.26995746,143.4815137,219.9462028,107.9745359,6.66914796
27,2016-11-05 14:00,1578.919,239.2056,10.4,12.31111,284.2204188,0.28863003,184.0213012,288.8558727,134.7547461,NA
28,2016-11-05 14:30,NA,253.0778,10.4,12.13056,317.3248083,0.30846252,243.0162686,391.6968649,NA,6.62546196
29,2016-11-05 15:00,NA,263.9583,10.4,12.24444,343.7468413,0.32361501,303.4064929,499.4816898,NA,NA
30,2016-11-05 15:30,1630.615,269.7778,10.4,12.16389,363.5780675,0.33463749,358.4021812,599.4533885,274.2282971,6.60605868
31,2016-11-05 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2016-11-05 16:30,1588.312,283.4167,10.31,12.01111,395.9530578,0.35205249,470.4104848,807.4395017,348.2146679,6.60414384
33,2016-11-05 17:00,1632.776,288.8667,10.3,12.18056,410.7645285,0.35980005,532.7338943,925.3144837,409.5697232,NA
34,2016-11-05 17:30,1628.815,291.6722,10.3,12.19722,418.7478356,0.3639225,569.6839989,995.8335127,436.5384699,6.58369404
35,2016-11-05 18:00,NA,292.9972,10.3,12.16667,421.9873502,0.36558498,585.3990444,1025.959573,NA,6.57591804
36,2016-11-05 18:30,NA,293.5917,10.3,12.24444,421.5385826,0.36535503,583.19645,1021.732464,NA,6.57628092
37,2016-11-05 19:00,NA,293.6,10.3,12.325,419.0493434,0.36407748,571.1286466,998.5996619,NA,6.57900792
38,2016-11-05 19:30,1631.914,293.4,10.3,12.32778,416.8921474,0.36296751,560.8727421,978.9766159,430.8948119,6.57772164
39,2016-11-05 20:00,NA,292.6056,10.3,12.35833,414.3576083,0.36165999,549.0579049,956.4131606,NA,6.57840852
40,2016-11-05 20:30,NA,290.7222,10.3,12.31944,411.6469421,0.36025752,536.6973349,932.8569506,NA,6.57907164
41,2016-11-05 21:00,1598.144,289.7833,10.3,12.41389,411.1501623,0.36000003,534.4623902,928.6031738,399.0968755,6.58105236
42,2016-11-05 21:30,1539.382,290.7528,10.34444,12.3,413.0519572,0.36098499,543.069031,944.9934598,384.665678,NA
43,2016-11-05 22:00,1549.984,294.1389,10.4,12.15556,423.0176255,0.36611247,590.4872561,1035.730397,421.5393572,6.60079476
44,2016-11-05 22:30,1428.91,307.0361,10.4,11.97222,456.0312006,0.38271252,779.1955842,1403.307242,496.2828016,6.59234808
45,2016-11-05 23:00,1587.069,325.6472,10.4,11.74444,511.500558,0.40940247,1241.660266,2337.658657,915.6734804,NA
46,2016-11-05 23:30,NA,332.4528,10.4,11.85278,542.6491954,0.42380499,1613.00349,3113.406048,NA,NA
47,2016-11-06 0:00,NA,340.2583,10.4,11.92222,554.2641732,0.42907746,1778.310535,3464.523533,NA,NA
48,2016-11-06 0:30,NA,343.1194,10.4,11.95556,563.268737,0.43312998,1918.036702,3763.754894,NA,NA
49,2016-11-06 1:00,1635.927,343.4139,10.4,11.82778,569.1930392,0.43577994,2015.901017,3974.586357,1549.256448,NA
50,2016-11-06 1:30,1634.779,341.9889,10.37528,11.84167,571.4754672,0.43679748,2054.923551,4058.928487,1578.911074,NA
51,2016-11-06 2:00,1622,343.6611,10.3,11.70278,571.7337318,0.4369125,2059.386387,4068.584107,1569.121682,NA
52,2016-11-06 2:30,1609.098,343.6555,10.3,11.76389,564.5015796,0.43368249,1938.002861,3806.686986,1460.692424,NA
53,2016-11-06 3:00,1576.156,357.4611,10.3,11.85278,559.7167569,0.431535,1861.654258,3642.749975,1364.045626,NA
54,2016-11-06 3:30,NA,365.55,10.3,11.75556,551.472775,0.42781503,1737.098219,3376.684297,NA,NA
55,2016-11-06 4:00,1588.464,382.8333,10.3,11.8,539.7645166,0.42248748,1574.388055,3031.866006,1165.919107,NA
56,2016-11-06 4:30,1610.061,393.125,10.29361,11.975,529.2933912,0.41767752,1441.824329,2753.420398,1087.810553,NA
57,2016-11-06 5:00,1583.801,390.3833,10.25667,11.88333,518.8309613,0.41282751,1320.51894,2500.747194,975.2509437,NA
58,2016-11-06 5:30,NA,384.3917,10.2275,11.91389,508.6190987,0.40804995,1211.967594,2276.502852,NA,6.55600392
59,2016-11-06 6:00,1608.43,382.5222,10.2,11.96111,501.6360991,0.40475748,1142.921785,2134.850952,863.5214908,NA
60,2016-11-06 6:30,1577.267,379.8083,10.2,11.93056,493.7684807,0.40102248,1069.830216,1985.785877,786.9772268,6.57618264
61,2016-11-06 7:00,1566.01,377.3278,10.19028,11.875,483.9342198,0.39631503,985.0057185,1814.009418,717.6969906,6.58523736
62,2016-11-06 7:30,1593.115,374.9305,10.14306,11.85,475.4175007,0.39220248,916.9995726,1677.300621,685.0125313,6.58602252
63,2016-11-06 8:00,1594.531,370.5361,10.11306,11.95833,464.5345197,0.38689752,836.8877619,1517.497054,626.4887888,6.57950148
64,2016-11-06 8:30,1581.076,368.3833,10.09833,11.85,454.0504365,0.38173251,766.3382609,1377.966327,567.3145734,6.57218448
65,2016-11-06 9:00,1595.64,364.4556,10.08528,11.89722,444.5562707,0.37700751,707.5955501,1262.712786,530.6454064,6.570234
66,2016-11-06 9:30,1579.007,360.6694,10.07361,11.84444,434.9419887,0.37217505,652.6968014,1155.821119,482.6772201,6.5727666
67,2016-11-06 10:00,1560.105,357.1583,10.03222,11.86944,425.5273935,0.36739497,603.0680878,1059.923506,439.2022909,6.57282276
68,2016-11-06 10:30,1451.965,353.8333,10.00722,11.86667,416.4603817,0.36274503,558.8422349,975.0955939,368.4268885,6.57949176
69,2016-11-06 11:00,1516.752,350.6861,10.00194,12.03056,408.7327356,0.35874498,523.7188417,908.1787016,367.1534185,6.57559944
70,2016-11-06 11:30,1578.431,346.5917,10.00028,11.97222,400.3714859,0.35437746,488.1977171,840.9377772,361.6404039,6.57660816
71,2016-11-06 12:00,1562.541,343.2083,10.00111,11.89167,392.2929901,0.35011749,456.1679793,780.7035571,333.2422893,6.5788254
72,2016-11-06 12:30,1561.257,341.2195,10,11.925,386.8135675,0.347205,435.647734,742.3232694,317.9024327,6.58147032
73,2016-11-06 13:00,1517.886,339.9861,10,11.95833,385.6424313,0.34658004,431.3830414,734.3680751,302.7536307,6.58083096
74,2016-11-06 13:30,1518.595,338.4194,10,12.00833,384.3186161,0.34587255,426.6126143,725.4783771,299.6002381,6.57907596
75,2016-11-06 14:00,1564.289,339.3111,10,11.95833,382.5209195,0.34491,420.2188822,713.5785052,307.4633293,6.58096812
76,2016-11-06 14:30,1547.416,338.0889,10,12.05278,376.1788857,0.34149747,398.4183722,673.1348952,287.1875327,6.58194228
77,2016-11-06 15:00,1556.235,335.1722,10,12.00556,369.5874394,0.33792249,376.9582699,633.5281553,273.8574309,6.58417356
78,2016-11-06 15:30,1603.673,332.6805,10,12.07222,363.7831163,0.33474999,359.0200285,600.5852939,271.7824373,6.58803672
79,2016-11-06 16:00,1542.906,329.5444,10,12.06944,358.2520044,0.33170502,342.7210451,570.7883298,246.0454339,6.59220984
80,2016-11-06 16:30,1600.509,326.5278,10,12.15,353.3847716,0.32900754,328.9915548,545.793063,248.3808438,6.59365164
81,2016-11-06 17:00,1570.852,323.4417,10,12.14722,347.0215359,0.32545497,311.8682745,514.7586397,229.5027834,6.5960244
82,2016-11-06 17:30,1490.118,320.5945,10.00167,12.16944,341.2646988,0.32221497,297.1459613,488.2049168,203.2247117,6.59770164
83,2016-11-06 18:00,1546.063,318.2694,10.00194,12.22222,335.6664421,0.31903995,283.4960284,463.696975,204.0907016,6.59923092
84,2016-11-06 18:30,1549.586,315.45,10.00667,12.42222,330.3464309,0.31600002,271.1060355,441.5481897,195.7577749,6.59909592
85,2016-11-06 19:00,1589.59,312.8583,10.04889,12.36667,325.3468556,0.31312254,259.9563122,421.6986971,194.150443,6.59950956
86,2016-11-06 19:30,1581.401,310.7056,10.08222,12.31667,321.7718702,0.31105245,252.265905,408.0546886,186.8932339,6.60083472
87,2016-11-06 20:00,1536.681,308.3611,10.10583,12.32222,316.7515596,0.30812745,241.8488879,389.6365371,172.1130624,6.6003444
88,2016-11-06 20:30,1544.8,306.3944,10.15528,12.34722,311.6022377,0.30510498,231.6108974,371.608391,165.7877342,6.60110796
89,2016-11-06 21:00,1537.458,304.65,10.20528,12.425,306.7572097,0.30224001,222.3739805,355.4079658,157.8942109,6.60600684
90,2016-11-06 21:30,1596.574,302.2861,10.29722,12.19444,302.0851449,0.29945748,213.8158685,340.4551276,159.4610372,6.60531672
91,2016-11-06 22:00,1557.736,294.875,10.3,12.31111,298.3023914,0.29719002,207.1286479,328.8106327,149.3317896,6.60447756
92,2016-11-06 22:30,NA,291.3472,10.3,12.275,295.3647777,0.29541999,202.0800958,320.0431898,NA,6.61198896
93,2016-11-06 23:00,1531.902,287.5667,10.3,12.27222,291.5471398,0.29310753,195.7025636,308.9976544,137.8704379,6.61097376
94,2016-11-06 23:30,1633.079,285.1,10.3,12.475,288.292448,0.29112501,190.4246471,299.8824371,146.4366535,6.61100832
95,2016-11-07 0:00,1553.594,283.2833,10.3,12.35278,285.6087366,0.28948251,186.1798957,292.5689533,133.7368522,6.618348
96,2016-11-07 0:30,1590.561,281.1945,10.3,12.39722,281.5825849,0.28700499,179.9886356,281.9302729,133.5319285,6.62765112
97,2016-11-07 1:00,1572.738,280.4139,10.3,12.40278,277.9732279,0.28477002,174.613527,272.7222006,127.5598742,6.62713056
98,2016-11-07 1:30,1591.846,278.4167,10.3,12.38056,274.3892507,0.28253748,169.4350565,263.8764778,125.8411461,6.626853
99,2016-11-07 2:00,1542.725,274.2306,10.29417,12.33333,271.2207645,0.28055253,164.9849771,256.2954893,117.389183,6.62905944
100,2016-11-07 2:30,1548.008,271.5028,10.20694,12.225,268.100757,0.27858747,160.7172096,249.0433466,115.1939434,6.63872328
101,2016-11-07 3:00,1551.636,269.7333,10.18417,12.12222,264.6510718,0.27640245,156.1268789,241.2635394,112.3424327,6.64523136
102,2016-11-07 3:30,1562.746,267.9139,10.11528,12.32222,261.6095249,0.27446502,152.1885191,234.6060277,110.8184151,6.65106768
103,2016-11-07 4:00,1561.426,265.4889,10.09417,12.29722,258.3661584,0.27238755,148.0982242,227.7090363,107.7827077,6.65331192
104,2016-11-07 4:30,1572.536,264.5639,10.08222,12.29722,256.2568097,0.27102999,145.4972522,223.3327136,106.9650407,6.6548736
105,2016-11-07 5:00,1549.655,263.3917,10.07194,12.32778,253.3180438,0.26913,141.9495294,217.3754414,102.3038958,6.65899056
106,2016-11-07 5:30,1521.088,262.1472,10.05222,12.21111,250.7171895,0.26743998,138.8819638,212.2358472,97.60369581,6.6612996
107,2016-11-07 6:00,1548.218,260.4472,10.01083,12.39167,247.7774838,0.26552001,135.4944749,206.5727913,97.70522302,6.66424044
108,2016-11-07 6:30,1537.022,259.3528,10.00694,12.29722,245.0359992,0.26372001,132.4098973,201.4278379,94.53850644,6.66478692
109,2016-11-07 7:00,1527.901,257.7111,10.0025,12.32778,242.3727955,0.26196249,129.4806543,196.5525289,91.69962802,6.6671694
110,2016-11-07 7:30,1561.224,256.3861,10.00417,12.20278,240.3023592,0.26058999,127.2482391,192.8440256,92.84175169,6.67126152
111,2016-11-07 8:00,1532.835,256.5278,10.0025,12.20833,237.2551776,0.25856004,124.0324831,187.5128984,88.23485825,6.67328868
112,2016-11-07 8:30,1557.036,255.0417,10.00028,12.425,234.7543441,0.25688505,121.4541093,183.2479155,88.29737168,6.6732066
113,2016-11-07 9:00,1536.098,251.8083,10.00056,12.33889,233.0815345,0.25576005,119.7594191,180.4493479,85.4514126,6.6767706
114,2016-11-07 9:30,1516.682,251.4806,10.00056,12.25,230.9151347,0.25429755,117.5997761,176.8884378,82.44150573,6.67746288
115,2016-11-07 10:00,1567.369,250.675,10.00056,12.32778,230.2245223,0.25383,116.9195378,175.7681162,85.77725343,6.67848888
116,2016-11-07 10:30,1438.423,250.9083,10.00056,12.38611,230.42011,0.25396248,117.1117871,176.0846793,76.20317683,6.68458224
117,2016-11-07 11:00,1477.712,250.3861,10.00194,12.35278,230.4016375,0.25394997,117.0936164,176.0547568,79.14775746,6.6795354
118,2016-11-07 11:30,1581.455,250.075,10.00028,12.26111,230.8189634,0.25423248,117.5048128,176.7320005,87.27220472,6.67986372
119,2016-11-07 12:00,1576.304,249.825,10.00111,12.28611,230.9779287,0.25434003,117.6618227,176.9906566,86.99674089,6.67928052
120,2016-11-07 12:30,1547.247,259.9556,10.00083,12.34167,230.4053585,0.25395249,117.0972764,176.0607839,84.39111337,6.68009052
121,2016-11-07 13:00,1568.453,258.6361,10.00083,12.41667,229.0193403,0.25301253,115.7418707,173.830021,84.99329468,6.6811122
122,2016-11-07 13:30,1577.877,257.4639,10.00083,12.40278,226.5150079,0.25130748,113.3325102,169.8707872,83.91112665,6.68225052
123,2016-11-07 14:00,1542.36,256.4389,10.00083,12.38611,224.0780894,0.24963996,111.0361641,166.1047183,79.67382158,6.68338236
124,2016-11-07 14:30,1554.041,255.3694,10.00111,12.39444,222.9933769,0.24889503,110.0290438,164.4553438,79.77733921,6.68486952
125,2016-11-07 15:00,1529.316,254.375,10.00111,12.41389,221.3743192,0.24778002,108.5427692,162.0238807,76.97319285,6.68553912
126,2016-11-07 15:30,1545.717,253.3667,10.00167,12.36667,219.2120524,0.24628503,106.5890984,158.8326103,76.71110512,6.68600784
127,2016-11-07 16:00,1577.325,252.4972,10.00167,12.30833,216.7794999,0.24459501,104.4332174,155.3174985,77.28308135,6.68744316
128,2016-11-07 16:30,1545.234,251.3611,10.00222,12.28889,214.4201501,0.24294747,102.3838782,151.9824998,73.65162476,6.68884716
129,2016-11-07 17:00,1546.352,251.0111,10.00278,12.275,212.7483066,0.24177495,100.9561007,149.6627487,72.69591883,6.68954916
130,2016-11-07 17:30,1511.951,251.2389,10.00639,12.44167,210.8274373,0.24042252,99.34021489,147.0411416,69.32646751,6.68976516
131,2016-11-07 18:00,1552.103,250.05,10.02944,12.30556,209.3310603,0.23936502,98.09936631,145.0307451,70.94515001,6.69842784
132,2016-11-07 18:30,1529.082,249.3139,10.09056,12.38333,208.3678401,0.23868246,97.30884183,143.7512146,68.80756377,6.70284396
133,2016-11-07 19:00,1531.697,247.7278,10.12667,12.40833,206.0583662,0.23703996,95.43928408,140.7291287,67.57269267,6.70121424
134,2016-11-07 19:30,1517.424,246.4278,10.19861,12.35833,204.6895822,0.23606247,94.34822802,138.9680647,65.7954467,6.7000122
135,2016-11-07 20:00,1538.141,246.3889,10.22556,12.4,202.7330495,0.23466,92.81029914,136.4890041,65.89951138,6.7021506
136,2016-11-07 20:30,1571.191,248.525,10.29917,12.21389,201.0589117,0.23345499,91.51426468,134.4028976,66.76501792,6.70295736
137,2016-11-07 21:00,1518.686,247.9083,10.3,12.49167,198.5770268,0.23166003,89.62614063,131.3688016,62.3854507,6.7075452
138,2016-11-07 21:30,1521.817,246.6222,10.3,12.46389,196.4177887,0.23008998,88.01519102,128.7849109,61.43983612,6.70552992
139,2016-11-07 22:00,1529.407,245.7306,10.3,12.46389,195.1610786,0.22917252,87.09095744,127.3045087,61.21613521,6.70229964
140,2016-11-07 22:30,NA,245.5556,10.35972,12.48611,193.2641206,0.22778247,85.71420915,125.1020632,NA,6.7104612
141,2016-11-07 23:00,1510.157,245.4944,10.4,12.50278,192.7640744,0.227415,85.35493128,124.5278623,58.77248571,6.7081986
142,2016-11-07 23:30,1523.972,244.5111,10.4,12.43056,192.369897,0.22712502,85.07278079,124.0770883,59.32533545,6.70940928
143,2016-11-08 0:00,1541.859,244.7833,10.4,12.45556,191.1997192,0.22626255,84.24065481,122.748484,59.70293883,6.71334804
144,2016-11-08 0:30,1565.911,244.1472,10.4,12.35833,190.1746388,0.22550502,83.51839989,121.5963164,60.46805285,6.7132314
145,2016-11-08 1:00,1514.791,243.9944,10.4,12.41667,189.9314387,0.22532502,83.34795597,121.3245561,57.63608142,6.71351112
146,2016-11-08 1:30,1552.385,243.5667,10.4,12.45278,188.646936,0.22437255,82.45348055,119.8992505,58.9880645,6.71472504
147,2016-11-08 2:00,1556.906,243.3278,10.4,12.29444,187.5979817,0.22359252,81.73015647,118.7477424,58.70548447,6.71478984
148,2016-11-08 2:30,1570.222,241.925,10.4,12.525,185.3612516,0.22192248,80.20890259,116.3291316,58.29176146,6.715575
149,2016-11-08 3:00,1555.105,241.9556,10.4,12.50278,183.7185241,0.22069002,79.10970836,114.5842571,56.73268511,6.71614416
150,2016-11-08 3:30,1553.77,241.0083,10.4,12.52778,182.6060303,0.21985248,78.37387574,113.4174748,56.13847757,6.7177296
151,2016-11-08 4:00,1560.999,240.2611,10.4,12.48333,181.6456055,0.21912753,77.74413281,112.4197429,56.04467131,6.71841216
152,2016-11-08 4:30,1554.918,239.2889,10.4,12.56389,179.7216942,0.21766998,76.49781907,110.4474218,54.85050273,6.718977
153,2016-11-08 5:00,1532.679,238.6583,10.4,12.68611,178.6401842,0.21684747,75.80600773,109.3539309,53.28276062,6.72117912
154,2016-11-08 5:30,1549.494,238.7611,10.40194,12.63611,177.7091393,0.21613755,75.21545811,108.4212476,53.66856889,6.72071148
155,2016-11-08 6:00,1535.499,237.5417,10.45555,12.54444,176.904316,0.21552249,74.70867784,107.621421,52.55818787,6.7222116
156,2016-11-08 6:30,1553.028,237.0111,10.49778,12.55,176.7638746,0.21541503,74.62059536,107.4824573,53.25921439,6.72256584
157,2016-11-08 7:00,1557.284,237.0389,10.5,12.43889,175.2771172,0.214275,73.69447164,106.0223031,52.79351593,6.72452064
158,2016-11-08 7:30,1524.377,236.5639,10.5,12.40833,174.2859712,0.21351252,73.08346602,105.0599285,50.83151877,6.72711588
159,2016-11-08 8:00,1557.711,236.0167,10.5,12.51389,173.1128778,0.21260748,72.36683928,103.9321701,51.86200687,6.72721632
160,2016-11-08 8:30,1572.709,234.7028,10.5,12.45278,172.3888743,0.2120475,71.92806655,103.2421958,52.23129669,6.72655428
161,2016-11-08 9:00,1551.576,233.7167,10.5,12.59167,171.2057074,0.21113004,71.21674278,102.1244848,50.76086498,6.72761592
162,2016-11-08 9:30,1609.678,233.6472,10.5,12.55,170.3279093,0.21044748,70.69355704,101.3030749,52.99128477,6.7269258
163,2016-11-08 10:00,1532.586,232.8361,10.5,12.70833,168.7865264,0.20924499,69.78414409,99.87666184,48.89983384,6.7254462
164,2016-11-08 10:30,1468.053,232.5806,10.5,12.70833,168.0102754,0.20863749,69.33059626,99.16593256,45.74628927,6.73086564
165,2016-11-08 11:00,1524.548,231.8861,10.5,12.55278,166.8665151,0.20774001,68.66768612,98.12792048,47.76766722,6.72426576
166,2016-11-08 11:30,1569.936,231.6694,10.5,12.7,166.0593895,0.20710497,68.20370383,97.40196484,49.40694135,6.72341256
167,2016-11-08 12:00,1568.041,231.0417,10.5,12.64444,164.3685526,0.20577,67.24185135,95.89853291,48.62941091,6.72315228
168,2016-11-08 12:30,1555.801,230.2361,10.50028,12.78889,163.0222442,0.20470251,66.48569761,94.71805591,47.56637821,6.7240422
169,2016-11-08 13:00,1572.002,229.6306,10.50056,12.84444,162.6321694,0.20439246,66.26820521,94.37875155,48.09083255,6.7220604
170,2016-11-08 13:30,1599.837,229.6389,10.50056,12.89167,161.5995691,0.20357004,65.6958909,93.486406,48.83449565,6.72112944
171,2016-11-08 14:00,1591.03,228.5972,10.50167,12.99722,159.9703203,0.20226747,64.80292171,92.09557962,47.8074107,6.7218336
172,2016-11-08 14:30,1571.784,228.9417,10.50361,12.89167,159.038853,0.20152002,64.29786103,91.30973858,46.64782584,6.72093828
173,2016-11-08 15:00,1576.545,229.0305,10.50167,12.80556,157.8678067,0.20057745,63.66847716,90.33128181,46.38599763,6.7221738
174,2016-11-08 15:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,2016-11-08 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2016-11-08 16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,2016-11-08 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2016-11-08 17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2016-11-08 18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,2016-11-08 18:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2016-11-08 19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2016-11-08 19:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2016-11-08 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,2016-11-08 20:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2016-11-08 21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,2016-11-08 21:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,2016-11-08 22:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,2016-11-08 22:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2016-11-08 23:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2016-11-08 23:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,2016-11-09 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,2016-11-09 0:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2016-11-09 1:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,2016-11-09 1:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,2016-11-09 2:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,2016-11-09 2:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,2016-11-09 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2016-11-09 3:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2016-11-09 4:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2016-11-09 4:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2016-11-09 5:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2016-11-09 5:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2016-11-09 6:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2016-11-09 6:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2016-11-09 7:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2016-11-09 7:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2016-11-09 8:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2016-11-09 8:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2016-11-09 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,2016-11-09 9:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,2016-11-09 10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,2016-11-09 10:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,2016-11-09 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2016-11-09 11:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,2016-11-09 12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,2016-11-09 12:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,2016-11-09 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,2016-11-09 13:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2016-11-09 14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,2016-11-09 14:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,2016-11-09 15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,2016-11-09 15:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2016-11-09 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,2016-11-09 16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2016-11-09 17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,2016-11-09 17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2016-11-09 18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2016-11-09 18:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
