timestamp,co2_1,co2_2,ph1,gs3_1_temp,gs3_1_ec,gs3_2_temp,gs3_2_ec
4/27/17 10:17,1509.154588,1559.61217,6.124204,8.3,11,8.5,7
4/27/17 10:17,1470.005143,1582.697998,6.130307,8.3,11,8.5,8
4/27/17 10:17,1479.129868,1603.16811,6.145564,8.3,11,8.5,8
4/27/17 10:17,1502.847503,1626.313156,6.1181,8.3,11,8.5,7
4/27/17 10:17,1508.894739,1616.053207,6.136409,8.3,11,8.5,8
4/27/17 10:17,1588.929137,1595.531423,6.169977,8.3,11,8.5,8
4/27/17 10:17,1650.195465,1585.270532,6.124203,8.3,11,8.5,8
4/27/17 10:17,1646.983464,1559.619717,6.136409,8.3,11,8.5,8
4/27/17 10:17,1628.602572,1541.66292,6.133358,8.3,11,8.5,8
4/27/17 10:18,1594.522052,1562.247509,6.145564,8.3,11,8.5,9
4/27/17 10:18,1609.128081,1580.147161,6.145564,8.3,11,8.5,8
4/27/17 10:18,1631.133864,1541.669524,6.151667,8.3,11,8.5,8
4/27/17 10:18,1648.809269,1500.68085,6.133358,8.3,11,8.5,8
4/27/17 10:18,1696.210964,1523.656446,6.136409,8.3,11,8.5,8
4/27/17 10:18,1732.132992,1577.58123,6.151667,8.3,11,8.5,8
4/27/17 10:18,1734.658713,1605.857659,6.124203,8.3,11,8.5,8
4/27/17 10:18,1696.210964,1590.407109,6.127254,8.3,11,8.5,7
4/27/17 10:18,1640.685218,1572.455973,6.115048,8.3,11,8.5,8
4/27/17 10:18,1637.003108,1577.643656,6.121151,8.3,11,8.5,8
4/27/17 10:18,1633.664228,1608.427457,6.133358,8.3,11,8.5,8
4/27/17 10:18,1630.612454,1622.477467,6.127254,8.2,11,8.5,7
4/27/17 10:19,1665.346826,1616.063584,6.142512,8.3,11,8.5,8
4/27/17 10:19,1657.651149,1603.179429,6.136409,8.3,11,8.5,8
4/27/17 10:19,1607.871216,1559.630094,6.121151,8.3,11,8.5,8
4/27/17 10:19,1573.799422,1531.473142,6.115048,8.3,11,8.5,8
4/27/17 10:19,1604.630508,1539.168385,6.139461,8.3,11,8.5,8
4/27/17 10:19,1615.993467,1536.547096,6.145564,8.3,11,8.5,8
4/27/17 10:19,1644.307349,1521.15623,6.151667,8.3,11,8.5,8
4/27/17 10:19,1651.343347,1516.080769,6.136409,8.3,11,8.5,8
4/27/17 10:19,1641.243248,1541.678014,6.151667,8.3,11,8.5,8
4/27/17 10:19,1606.613424,1559.747422,6.151667,8.3,11,8.5,8
4/27/17 10:19,1568.754327,1544.245831,6.142512,8.3,11,8.5,8
4/27/17 10:19,1530.648838,1554.563587,6.124203,8.3,11,8.5,8
4/27/17 10:20,1549.084145,1600.738818,6.133357,8.3,11,8.5,7
4/27/17 10:20,1569.799212,1639.217863,6.145564,8.3,11,8.5,8
4/27/17 10:20,1556.156531,1613.506144,6.121151,8.2,11,8.5,8
4/27/17 10:20,1563.484696,1562.259774,6.121151,8.3,11,8.5,8
4/27/17 10:20,1605.353774,1572.520097,6.118099,8.3,11,8.5,7
4/27/17 10:20,1626.836235,1616.133077,6.133357,8.2,11,8.5,8
4/27/17 10:20,1626.632648,1664.873389,6.154718,8.3,11,8.5,9
4/27/17 10:20,1628.623929,1682.830843,6.148615,8.3,11,8.5,8
4/27/17 10:20,1635.237766,1631.464827,6.130306,8.3,11,8.5,8
4/27/17 10:20,1658.733777,1582.784195,6.142512,8.3,11,8.5,8
4/27/17 10:20,1654.416335,1544.30515,6.142512,8.3,11,8.5,8
4/27/17 10:20,1603.900203,1523.782616,6.139461,8.3,11,8.5,9
4/27/17 10:21,1592.013974,1575.089895,6.118099,8.3,11,8.5,8
4/27/17 10:21,1571.066203,1634.092418,6.127254,8.3,11,8.5,8
4/27/17 10:21,1555.409036,1649.483847,6.124202,8.2,11,8.5,8
4/27/17 10:21,1577.380719,1654.553485,6.151667,8.3,11,8.5,8
4/27/17 10:21,1632.413439,1677.640256,6.179131,8.3,12,8.5,8
4/27/17 10:21,1633.684495,1680.206186,6.136409,8.2,11,8.5,8
4/27/17 10:21,1640.526814,1654.553485,6.115048,8.3,11,8.5,8
4/27/17 10:21,1588.740696,1644.352741,6.15777,8.2,11,8.5,8
4/27/17 10:21,1645.771167,1625.115106,6.160821,8.2,11,8.5,8
4/27/17 10:21,1672.275243,1618.701932,6.148615,8.2,11,8.5,7
4/27/17 10:21,1677.153424,1616.136851,6.136409,8.3,11,8.5,8
4/27/17 10:21,1687.395276,1598.120938,6.154718,8.3,11,8.5,8
4/27/17 10:22,1670.83185,1590.425976,6.118099,8.2,10,8.5,8
4/27/17 10:22,1650.098979,1562.208288,6.133357,8.2,11,8.5,8
4/27/17 10:22,1657.474745,1526.295638,6.111996,8.3,12,8.5,8
4/27/17 10:22,1665.965766,1539.234522,6.142512,8.2,11,8.5,8
4/27/17 10:22,1699.879618,1567.397483,6.130305,8.2,11,8.5,7
4/27/17 10:22,1669.727698,1585.296002,6.142512,8.3,11,8.5,7
4/27/17 10:22,1621.579201,1555.796292,6.130305,8.2,10,8.5,8
4/27/17 10:22,1593.794703,1555.796292,6.118099,8.2,11,8.5,8
4/27/17 10:22,1602.116858,1595.61526,6.111996,8.3,11,8.5,7
4/27/17 10:22,1604.64165,1605.876527,6.151666,8.3,11,8.5,8
4/27/17 10:22,1589.25753,1573.8116,6.145592,8.3,11,8.5,8
4/27/17 10:22,1601.890589,1510.906659,6.148643,8.3,11,8.5,8
4/27/17 10:23,1629.900538,1487.874313,6.133387,8.2,11,8.5,8
4/27/17 10:23,1646.304905,1521.223195,6.142541,8.3,11,8.5,9
4/27/17 10:23,1627.5542,1572.471067,6.148643,8.2,11,8.5,8
4/27/17 10:23,1607.694672,1634.036418,6.127284,8.3,11,8.5,8
4/27/17 10:23,1597.067273,1662.253163,6.148643,8.3,11,8.5,8
4/27/17 10:23,1581.167581,1634.037361,6.14255,8.2,11,8.5,8
4/27/17 10:23,1585.959524,1608.38466,6.166961,8.3,12,8.5,8
4/27/17 10:23,1600.117809,1598.124711,6.139498,8.3,11,8.5,9
4/27/17 10:23,1638.731456,1595.617147,6.154755,8.3,11,8.5,8
4/27/17 10:23,1700.430489,1562.268264,6.127293,8.3,11,8.5,9
4/27/17 10:23,1667.584166,1510.907602,6.148653,8.3,11,8.5,8
