"Year_local","jday_local","month_local","Tau_filtered","qc_Tau","H_filtered","qc_H","LE_filtered","qc_LE","co2_flux_filtered","qc_co2_flux","h2o_flux_filtered","qc_h2o_flux","H_strg","LE_strg","co2_strg","h2o_strg","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","h2o_mole_fraction","h2o_mixing_ratio","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","e","es","specific_humidity","RH","VPD","Tdew","u.","TKE","L","X.z.d..L","Hukse_0_2.cm","Rn","PAR","Tair","RH_Vaisala","Pair","R_intensity","R_peak","PRI","Down570nm","Up570nm","Down531nm","Up531nm","Irradiance_weatherlink","es_Vai","VPD_Vai","TEM_avg","G","AE","Tsoil_0.5cm","Tsoil_2.5cm","Tsoil_10cm","Tsoil_20cm","LE_pot","NEE_f","NEE_fqc","NEE_fsd","LE_f","LE_fqc","LE_fsd","H_f","H_fqc","H_fsd","Rg_f","Rg_fqc","VPD_f","VPD_fqc","rH_f","rH_fqc","Tair_f","Tair_fqc","Reco_DT","GPP_DT","Reco_DT_SD","GPP_DT_SD","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","x_peak","x_offset","x_10.","x_30.","x_50.","x_70.","x_90.","signal_strength","WD","WS","DWP_10cm","DWP_20cm","EC_0.5cm","EC_10cm","EC_20cm","VWC_0.5cm","VWC_10cm","VWC_20cm","DWP_2.5cm","Rain","R_duration","Rain_GF","Rain_weatherlink","ET_filtered","ET_f","ET_pot","ETref_Vai","ETref_Li","ETref_GF","Irradiance_weatherlink_MJ","Rg_f_MJ","PRI_Davg","PRI_Mavg","Tair_Dmax","Tair_Dmax_f","Tair_Dmin","Tair_Dmin_f","ETref","Kc","canopy_height"
2015,1,1,0.0862866111742521,0.9375,NA,0.5625,NA,0.520833333333333,NA,0.5625,NA,0.520833333333333,-0.0626807035939873,-0.226424489361667,0.00509527703478291,-0.00509240282863584,14.2566624208424,359.509039284733,368.19728134105,23.6835198550463,24.2646824042066,301.509943072314,300.546014903969,99032.3766398496,1.13788453841686,1018.84887236455,0.0252316429924406,2346.054084749,3724.17086071038,0.014869077851947,65.2309662405602,1378.11677596138,293.137524994042,0.238669430291533,0.980386491925173,53.8566475278896,-0.542051845711051,NA,84.7067288813033,319.767295252665,26.71878375,61.1245460416667,991.27549375,0,0.1,NA,NA,NA,NA,NA,200.297872340426,3.5787674144417,1.50363112066603,15.0702916666667,15.0702916666667,69.6364372146367,30.2222916666667,29.3580208333333,27.4070833333333,27.7986458333333,90.5541607788733,0.594927,0.191489361702128,1.65469773617021,37.6257013541667,0.404255319148936,16.9921114255319,61.793652703125,0.340425531914894,20.5838282553191,196.125,0.0212765957446809,15.0355388229167,0,61.1291145833333,0,26.719875,0,0.53005970212766,0.425076530434783,0.101141893617021,0.0662065197826087,2.56290996425032,1.4407025324169,0.0252258764038682,3.10015346636176,1.49699606124395e-14,3.93119167587696e-16,3.10015346636176,6.64009740533029,85.0385163484858,34.0613497471161,3.06960926721178,19.2446354900988,42.4060795739138,71.5496356667772,131.190074940661,454.830182472085,74.9517932413265,82.4711835416667,3.03520820416667,-594.704166666667,-139.685416666667,33.000625,265.725,1007.0625,0.17746875,0.293979166666667,0.531395833333333,-681.339583333333,0,0,0,0,NA,1.32688187632653,3.19342020052843,NA,NA,5.340773,NA,16.9452,NA,NA,32.02833,32.028,19.935,19.935,5.340773,0.248443788254347,0
2015,2,1,0.0759458433781361,0.8125,NA,0.479166666666667,NA,0.5,0.753479928234619,0.395833333333333,NA,0.5,-0.000850968653910545,0.00653502601379818,0.000253096340213496,0.00020051147562594,14.0248489498337,354.357950031909,363.252047657568,24.5061214352893,25.1271796432529,302.055703825059,300.935303963149,98991.6398501542,1.13558799847666,1019.32660936986,0.0252747217812819,2426.47844414788,3811.16460781394,0.015390024228974,66.0822451199183,1384.68616366606,293.710336047968,0.227823999409216,1.06765794713373,-8.60760638076231,-0.0512106697408378,NA,99.4860907471228,340.018692369062,27.2330202083333,59.9442333333333,990.879002083333,0,0.1,NA,NA,NA,NA,NA,231.3125,3.68322835672604,1.56803866541114,20.1196,20.1196,79.3664907471228,31.0405208333333,30.18625,27.6104166666667,27.828125,106.945766631791,0.912578666666667,0.104166666666667,1.26591057708333,37.07676875,0.354166666666667,17.579425,73.9809636291667,0.395833333333333,22.7737224791667,231.3125,0.0208333333333333,15.6804416666667,0,59.9443125,0,27.2330416666667,0,0.5142786875,0.430059980851064,0.0889679791666667,0.0702951376595745,2.52911588199607,1.5697611049321,0.0221804651994829,3.11424224354608,1.93880139278715e-15,8.64766016931467e-16,3.11424224354608,6.95295916548373,62.791111930419,42.808994823773,6.54716349626941,27.103449721927,58.042760855105,102.017888887266,201.876201897023,818.141361463393,75.846341687315,59.0548616666667,3.05062491666667,-606.933333333333,-152.208333333333,31.3654166666667,262.1,1007.83333333333,0.176677083333333,0.292145833333333,0.530708333333333,-669.104166666667,0,0,0,0,NA,1.3075236,3.77147519877011,5.84166,5.63212,5.84166,NA,19.9854,NA,NA,33.15667,33.157,21.54,21.54,5.84166,0.223827405223858,0
2015,3,1,0.0614056730397052,0.895833333333333,NA,0.6875,NA,0.666666666666667,NA,0.770833333333333,NA,0.666666666666667,-0.104188965288146,-0.233040741078015,0.0492564439113091,-0.00520115042935883,14.44010139227,364.440670551948,373.203549821437,23.6677356939368,24.259471067547,301.799396278267,300.813528749113,98992.6116171581,1.13657060741368,1018.85217298079,0.0252643162300687,2343.53970972392,3841.27702804175,0.0148616394094813,63.6345834089973,1497.73731831783,292.95956634083,0.210718336282284,0.908000120709408,-40.6492021483972,-0.0704885971727596,NA,102.143752572235,341.638460282603,26.9360058333333,64.2486772916667,990.897225,0,0.1,NA,NA,NA,NA,NA,232.708333333333,3.6763876980499,1.48953132306042,20.2260375,20.2260375,81.9177150722348,31.6407291666667,30.878125,28.2105208333333,28.1514583333333,110.630938285404,2.070535875,0.333333333333333,2.10737052708333,42.01187625,0.583333333333333,17.90770625,67.398521875,0.5,20.908940625,232.708333333333,0.0208333333333333,14.8953229166667,0,64.2486458333333,0,26.936,0,0.677102895833333,0.471182963829787,0.10420825,0.079000749787234,1.72918391076917,1.00779147611346,0.0117366862004282,2.26151719760525,6.60556697790103e-16,-1.41200328587544e-15,2.26151719760525,5.2434280273521,102.956014273637,29.1096892481565,1.84122423118265,15.3703251488283,33.3386093155567,53.9578302725521,90.7862625956646,243.5310925484,73.8459846636156,104.581942708333,2.33229153958333,-608.833333333333,-163.98125,29.4532291666667,260.364583333333,1011.1875,0.175489583333333,0.291,0.530916666666667,-662.420833333333,0,0,0,0,NA,1.48156167673469,3.90143390524852,5.518134,5.4406564,5.518134,NA,20.106,NA,NA,33.93,33.93,19.39833,19.398,5.518134,0.268489615644472,0
2015,4,1,NA,1.17021276595745,NA,0.659574468085106,NA,0.680851063829787,NA,0.680851063829787,NA,0.680851063829787,0.187561809707378,0.361567586459276,-0.0493825389302685,0.00823925783935577,14.4545035404356,363.490433989066,372.302492181916,23.8884358850944,24.492361104783,301.369199190855,300.139898613527,99138.8956409067,1.14060656289663,1018.96065122668,0.0251704171666297,2369.00593812164,3650.34905891484,0.015001741085033,66.1457431053394,1281.3431207932,293.125425772495,0.301750533348901,1.609327612926,-314.039047452427,0.00985206551378908,NA,95.6291781485033,320.640021154099,26.4920833333333,65.8887133333333,992.30545,0,0.1,NA,NA,NA,NA,NA,219.020833333333,3.54229180092531,1.32337828650565,15.933725,15.933725,80.6552887868011,30.9072916666667,30.0882291666667,28.0055208333333,28.2295833333333,101.631228201254,1.46360020833333,0.291666666666667,1.84094617708333,32.7451604166667,0.625,17.0784333333333,75.80581055625,0.458333333333333,20.702400125,219.020833333333,0.0208333333333333,13.2337895833333,0,65.88875,0,26.4921458333333,0,0.963183979166667,0.589156565957447,0.0987152708333333,0.0820276765957447,3.32852420493953,1.68899286272951,0.0538217753041788,4.02663551098337,-1.82354600089135e-14,-3.92643956508308e-16,4.02663551098337,8.60087088021511,105.748430429865,33.6311265866482,-0.452812299971752,16.2039316148671,37.3483986475831,63.1156725956883,114.386590100401,413.483492256905,73.7371645204711,94.967709375,4.02184004791667,-620.25625,-178.483333333333,27.5007291666667,255.289583333333,1012.58333333333,0.173979166666667,0.2886875,0.530479166666667,-681.414583333333,0,0,0,0,NA,1.15476810612245,NA,5.798899,5.571452,5.762399,NA,18.9234,NA,NA,32.13333,32.133,19.88,19.88,5.798899,0.199135750790357,0
2015,5,1,NA,1.14583333333333,NA,0.541666666666667,NA,0.604166666666667,0.920927961082925,0.625,NA,0.604166666666667,-0.0319759170793388,-0.00471330397955794,0.000199443027265927,-0.000118285567095541,13.8684886494986,350.995597351925,360.321795525339,25.8830798713279,26.5710914199369,302.965544521544,301.797604340147,99124.7666538855,1.13317772151125,1020.13219051388,0.0253132246750834,2566.36127740055,3965.76621262175,0.0162620858749213,66.6017763922985,1399.4049352212,294.68144837418,0.40723829046708,2.57734067528726,-254.538089212245,-0.0196369097161017,NA,109.971624842739,342.361996529148,28.204513125,56.7471164583333,992.158658333333,0,0.1,NA,NA,NA,NA,NA,233.145833333333,3.86536105819742,1.72834367804195,20.3445541666667,20.3445541666667,89.6270706760728,31.2440625,30.2530208333333,27.3542708333333,27.8229166666667,116.992619592918,0.8615493125,0.0625,0.63840073125,50.98385,0.291666666666667,17.6499854166667,75.3132118166667,0.3125,22.1379441666667,233.145833333333,0.0208333333333333,17.2833958333333,0,56.7470625,0,28.2045416666667,0,1.23869570833333,0.70354644893617,0.1266808125,0.0231260027008511,5.03182289268229,3.08400738319301,0.0711964640507853,5.99140311517241,-1.19937531691957e-14,1.66824478079163e-17,5.99140311517241,12.6738304009884,57.3441313626478,38.3845228353213,-4.49963850178564,14.4347388753618,34.9230020981488,54.439212880358,81.1748944218189,157.288186784491,75.7055607524867,53.8934033333333,5.80069416666667,-649.654166666667,-199.266666666667,16.726375,224.170833333333,1010.5625,0.169895833333333,0.284625,0.528645833333333,-684.639583333333,0,0,0,0,NA,1.79796107755102,4.12578054401146,7.1153,6.4884,7.1153,NA,20.1438,NA,NA,33.07,33.07,25.60667,25.607,7.1153,0.252689426665217,0
2015,6,1,NA,1.22916666666667,NA,0.4375,NA,0.5,0.73989303188524,0.4375,NA,0.5,-0.0213413749666365,-0.0286555585079319,-0.000491647851765206,-0.000643571088670219,13.846227597553,350.461042616457,359.784349971772,25.9152214072973,26.6049022668651,302.746482215087,301.600262695826,99053.1928000059,1.13307954556077,1020.14547608643,0.0253148641887146,2567.6447671782,3919.19694492193,0.0162824658564872,67.3282656751028,1351.55217774374,294.690487316419,0.3202118596098,1.87693547497392,4.65226959905448,-0.0266056112237631,NA,104.664007883149,339.992346723253,28.0104160416667,57.23968625,991.48326875,0,0.1,NA,NA,NA,NA,NA,236.6875,3.81930513038229,1.68511284277954,18.3701791666667,18.3701791666667,86.2938287164821,31.3371875,30.5090625,27.7413541666667,27.9214583333333,111.084748341804,0.749246,0.0208333333333333,0.642307385416667,33.4165270833333,0.229166666666667,17.1068104166667,82.1785282875,0.291666666666667,21.9800963958333,236.6875,0.0208333333333333,16.8511041666667,0,57.2397291666667,0,28.0104583333333,0,1.32347608333333,0.818980529787234,0.124342791666667,0.0228615440446809,3.67117195229102,2.43702721773663,0.0430233217735637,4.53891370247521,1.81231280619412e-14,-1.46217563260498e-15,4.53891370247521,10.0195150633422,53.2059613238396,37.3636963588117,-2.53053970131533,15.752094047698,36.7509364688143,58.6776359139137,93.4537388675388,224.292837397046,75.183887865976,58.1579860416667,4.45267339583333,-650.647916666667,-220.810416666667,9.35061458333333,188.48125,1010.1875,0.161145833333333,0.281083333333333,0.528,-684.439583333333,0,0,0,0,NA,1.17844405714286,3.91743765580893,6.6716,6.1394,6.6716,NA,20.4498,NA,NA,32.72833,32.728,25.43167,25.432,6.6716,0.176635898006904,0
2015,7,1,NA,1.16666666666667,NA,0.583333333333333,NA,0.625,0.533988285141018,0.625,NA,0.625,0.0012362448655923,-0.0350888605507734,-0.00203987347047872,-0.000764930758645522,13.8753420602022,350.183999329616,358.707460370973,23.7652408246638,24.3475220871941,301.693684032749,300.604332895903,99012.397532742,1.13730291743043,1018.89395305539,0.0252417030900976,2353.60459185165,3698.22789494639,0.0149201885068301,65.0324470975517,1344.62330309473,293.233148086361,0.398260219283433,2.70687412869577,-257.175347080241,-0.00154831482656842,NA,111.964337869758,339.425790613896,27.039443125,57.772255,990.999210416667,0,0.1,NA,NA,NA,NA,NA,236.791666666667,3.60892126629684,1.57454835843947,15.6105,15.6105,96.353837869758,30.4572916666667,29.561875,27.2922916666667,27.8641666666667,117.926034569345,0.594510083333333,0.0625,0.697601216666667,27.1423479166667,0.3125,17.0162270833333,86.3252160875,0.395833333333333,21.6644787291667,236.791666666667,0.0208333333333333,15.7455354166667,0,57.7722291666667,0,27.0394375,0,1.26183070833333,0.88469480212766,0.181403604166667,0.179529112765957,5.18626044717773,2.98483786799659,0.0761289894200358,6.06380225011618,6.78187827960895e-15,2.86866675236339e-16,6.06380225011618,12.7208986923783,56.7659526310685,40.3946909253635,1.93464534397893,21.8000099677083,48.8364500510561,83.9640103314587,157.645750205772,575.983758965824,74.1291471344529,55.7565972916667,5.87930527708333,-668.627083333333,-245.745833333333,8.62754166666667,182.466666666667,1007.97916666667,0.157427083333333,0.277416666666667,0.527,-714.141666666667,0,0,0,0,NA,0.957183208163266,4.15869770889445,6.9335,6.42396,6.9335,NA,20.4588,NA,NA,31.835,31.835,23.1,23.1,6.9335,0.138051951851628,0
2015,8,1,NA,1.14583333333333,NA,0.666666666666667,NA,0.916666666666667,0.289787328205122,0.625,NA,0.916666666666667,-0.0172251268556561,-0.0787210907997088,0.00183850740117313,-0.001794118958185,13.8371817707456,349.731742104977,358.380018315709,24.1309394566106,24.7281702023432,302.079263062018,301.071526743112,99020.9016611803,1.13547200622914,1019.11357650948,0.0252787327005922,2390.120684804,3801.04865823496,0.0151511570289643,64.7763153886567,1410.92797343096,293.520986886466,0.432479674075317,2.89633383756345,131.644944517822,-0.00575797566475126,NA,112.560608982358,342.298924323924,27.539720625,53.433260625,991.0692,0,0.1,NA,NA,NA,NA,NA,234.729166666667,3.7168871386187,1.78171129580934,17.4790708333333,17.4790708333333,95.0815381490244,30.3520833333333,29.3191666666667,26.641875,27.2686458333333,119.305414487955,0.291620791666667,0,0.633872483333333,30.8754291666667,0.479166666666667,17.2111604166667,85.843212375,0.416666666666667,21.5160959583333,234.729166666667,0.0208333333333333,17.8170625,0,53.4332916666667,0,27.5397083333333,0,1.15800341666667,0.892449821276596,0.1860303125,0.177125446808511,5.76536006735499,3.32491306888811,0.0797926736148382,6.74081499796331,6.63721882994752e-15,-2.50284533937759e-15,6.74081499796331,13.6916200229531,57.1936368188865,39.2303698500155,-1.73199296087058,17.6323646354123,41.1080163650868,67.5977011438677,114.891681595539,334.147818832278,74.7209957457758,54.226736875,6.55222195833333,-705.239583333333,-280.69375,8.178375,179.24375,1003.27083333333,0.156572916666667,0.273520833333333,0.524604166666667,-735.775,0,0,0,0,NA,1.08883146122449,4.2073419639834,7.4661,6.6979,7.4651,NA,20.2806,NA,NA,32.56,32.56,24.88833,24.888,7.4661,0.145836710092885,0
2015,9,1,0.117371552809506,1.04166666666667,NA,0.375,NA,0.416666666666667,0.38803010220684,0.416666666666667,NA,0.416666666666667,0.0192105652151887,0.00551480461126231,-0.00158553580167439,0.000128162258040587,13.8742981565382,350.055212190697,358.611651240688,23.8612873648056,24.4448010167557,301.773466701446,300.77954738971,99096.6692925438,1.13757909386239,1018.95278651247,0.0252348663917203,2365.20231021177,3745.16949940785,0.0149802434921778,65.2102637144046,1379.96718919609,293.354752849338,0.300208943413685,1.58677117711506,-95.8567770298932,-0.025880204338397,NA,102.237759487467,339.685486149493,27.185415,55.176074375,991.92288125,0,0.1,NA,NA,NA,NA,NA,231.666666666667,3.64587605315914,1.68626106008108,18.7217541666667,18.7217541666667,83.5160053208004,30.8079166666667,30.0246875,27.2717708333333,27.5044791666667,108.44859164534,0.42815875,0.0416666666666667,0.6487760375,23.39521875,0.1875,15.1117791666667,82.4985727895833,0.270833333333333,19.957718625,231.666666666667,0.0208333333333333,16.8625729166667,0,55.1760833333333,0,27.185375,0,1.02100764583333,0.834163368085106,0.167227958333333,0.0683795638297872,3.62642846370739,2.33338763674659,0.0267758815905794,4.43087747238661,6.1665693401384e-15,4.03382440538462e-16,4.43087747238661,9.23305195130845,54.5634492960407,39.751808950688,0.198121264408189,19.7011117533861,44.747809124448,74.9862530715851,133.27219813929,426.405096667131,74.0669193465754,57.0006933333333,4.3031248125,-689.445833333333,-311.30625,8.47952083333333,179.677083333333,1004.16666666667,0.155395833333333,0.272645833333333,0.524229166666667,-725.0625,0,0,0,0,NA,0.825039551020409,3.82447278292137,6.5765,6.1091,6.5765,NA,20.016,NA,NA,32.14666,32.147,23.37333,23.373,6.5765,0.125452680152119,0
2015,10,1,0.141642197062613,1.04166666666667,NA,0.458333333333333,26.4301606314167,0.270833333333333,0.509398816636058,0.3125,0.60635924494825,0.270833333333333,-0.00709482586193153,0.0236458202646821,-0.00154038630016559,0.000534294962319004,13.8275090942741,349.216537189886,357.95303472795,24.407349787742,25.0182369496615,302.219859994879,301.157428491345,99125.2776903415,1.13624942538807,1019.27339248884,0.0252593125879138,2420.04524781221,3830.09355086667,0.0153262632514344,65.2611383721226,1410.04830305446,293.725705021961,0.31935514572601,1.58809252061862,62.553875110144,-0.0295973220293877,NA,109.354699272699,340.58586250658,27.553054375,57.18301875,992.206397916667,0,0.1,NA,NA,NA,NA,NA,233.833333333333,3.72755611772249,1.65734978675937,18.4528541666667,18.4528541666667,90.9018451060321,31.29375,30.5832291666667,27.6958333333333,27.7398958333333,115.969578070097,0.524533895833333,0.0208333333333333,0.615001472916667,23.70275625,0.0833333333333333,15.8913229166667,88.1158749104167,0.270833333333333,19.707651875,233.833333333333,0.0208333333333333,16.573475,0,57.1829791666667,0,27.5530416666667,0,0.932680541666667,0.754828510638298,0.171233104166667,0.0724495191489362,3.87559387312983,2.31702725930247,0.0368277298647348,4.6134087775026,4.55748394561323e-15,-4.96494409746695e-16,4.6134087775026,9.54163158494498,56.8886209826213,40.4763617420167,-0.251665698200096,19.361363740118,43.4773171363878,71.0983029612324,120.304216261835,338.573748430833,73.4242278203898,54.7177083333333,4.46434004166667,-682.11875,-342.15625,8.37896875,179.791666666667,1005.6875,0.154760416666667,0.27175,0.524083333333333,-716.25,0,0,0,0,NA,0.835884955102041,4.08970267153323,6.6457,6.2573,6.6457,NA,20.2032,NA,NA,32.25333,32.253,24.51667,24.517,6.6457,0.125778316069344,0
